Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Molecular Weight	Chromosome	PFam ID	Protein Length	Ortholog count	Paralog count	PFam Description	CDD ID	Gene3D ID	Hamap ID	NCBIfam ID	PANTHER ID	PRINTS ID	SFLD ID	CDD Description	Gene3D Description	Hamap Description	NCBIfam Description	PANTHER Description	PRINTS Description	SFLD Description	PirSF ID	PirSF Description	Prositefamilies ID	Prositefamilies Description	Smart ID	Smart Description	Superfamily ID	Superfamily Description	InterPro ID	InterPro Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_002010	B9J08_002010-t37_1	Candida auris strain B8441	PEKT02000005:144,492..145,186(-)	small COPII coat GTPase	21482	Not Assigned	PF00025	190	5770	5	ADP-ribosylation factor family	cd00879	G3DSA:3.40.50.300	N/A	N/A	N/A	PR00328	N/A	Sar1	-	N/A	N/A	N/A	GTP-binding SAR1 protein signature	N/A	N/A	N/A	PS51417, PS51422	small GTPase SAR1 family profile.	SM00177, SM00178	sar_sub_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases	-, IPR006689, IPR027417	small GTPase SAR1 family profile.	GO:0030127;GO:0030127;GO:0070971;GO:0070971;GO:0005789;GO:0012507;GO:0000139;GO:0044233;GO:0044233	COPII vesicle coat;COPII vesicle coat;endoplasmic reticulum exit site;endoplasmic reticulum exit site;endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;Golgi membrane;mitochondria-associated endoplasmic reticulum membrane contact site;mitochondria-associated endoplasmic reticulum	GO:0003924;GO:0003924;GO:0003924;GO:0003924;GO:0003924;GO:0005525;GO:0005525;GO:0005525	GTPase activity;GTPase activity;GTPase activity;GTPase activity;GTPase activity;GTP binding;GTP binding;GTP binding	GO:0006888;GO:0006888;GO:0006886;GO:0006886;GO:0061024;GO:0061024;GO:0000266;GO:0000266;GO:0007006;GO:0007006;GO:0006998;GO:0006998;GO:0003400;GO:0003400;GO:0007264;GO:0007264;GO:0016192;GO:0016050;GO:0016050	endoplasmic reticulum to Golgi vesicle-mediated transport;endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular protein transport;intracellular protein transport;membrane organization;membrane organization;mitochondrial fission;mitochondrial fission;mitochondrial membrane organizat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002011	B9J08_002011-t37_1	Candida auris strain B8441	PEKT02000005:145,462..146,853(-)	Pyridine nucleotide-disulphide oxidoreductase | NAD(P)-binding Rossmann-like domain | domain-containing protein	52654	Not Assigned	PF13450, PF13738	463	6894	2	Pyridine nucleotide-disulphide oxidoreductase	N/A	G3DSA:3.50.50.60	N/A	N/A	N/A	PR00370	N/A	N/A	-	N/A	N/A	N/A	Flavin-containing monooxygenase (FMO) signature	N/A	PIRSF000332	FMO	N/A	N/A	N/A	N/A	SSF51905	FAD/NAD(P)-binding domain	-, IPR000960, IPR036188	Pyridine nucleotide-disulphide oxidoreductase	GO:0005789;GO:0005789	endoplasmic reticulum membrane;endoplasmic reticulum membrane	GO:0050660;GO:0050660;GO:0050660;GO:0050661;GO:0050661;GO:0050661;GO:0004499;GO:0004499;GO:0016491	flavin adenine dinucleotide binding;flavin adenine dinucleotide binding;flavin adenine dinucleotide binding;NADP binding;NADP binding;NADP binding;N,N-dimethylaniline monooxygenase activity;N,N-dimethylaniline monooxygenase activity;oxidoreductase activity	GO:0006457;GO:0006457	protein folding;protein folding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002012	B9J08_002012-t37_1	Candida auris strain B8441	PEKT02000005:148,671..149,618(+)	hypothetical protein	34478	Not Assigned	N/A	315	21	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002013	B9J08_002013-t37_1	Candida auris strain B8441	PEKT02000005:149,831..151,675(+)	Phosphotransferase enzyme family | domain-containing protein	70347	Not Assigned	PF01636	614	2388	0	Phosphotransferase enzyme family	N/A	G3DSA:3.30.200.20	N/A	N/A	N/A	N/A	N/A	N/A	Phosphorylase Kinase; domain 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF56112	Protein kinase-like (PK-like)	-, IPR002575, IPR011009	Protein kinase-like (PK-like)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002014	B9J08_002014-t37_1	Candida auris strain B8441	PEKT02000005:151,691..152,416(-)	Sedlin, N-terminal conserved region | domain-containing protein	27560	Not Assigned	PF04628	241	1110	1	Sedlin, N-terminal conserved region	cd14825	G3DSA:3.30.450.70	N/A	N/A	N/A	N/A	N/A	TRAPPC2_sedlin	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF64356	SNARE-like	-, IPR006722, IPR011012	TRAPPC2_sedlin	GO:0005737;GO:1990072;GO:1990072;GO:1990071;GO:1990071;GO:1990070;GO:1990070	cytoplasm;TRAPPIII protein complex;TRAPPIII protein complex;TRAPPII protein complex;TRAPPII protein complex;TRAPPI protein complex;TRAPPI protein complex	N/A	N/A	GO:0006888;GO:0006888;GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport;endoplasmic reticulum to Golgi vesicle-mediated transport;endoplasmic reticulum to Golgi vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002015	B9J08_002015-t37_1	Candida auris strain B8441	PEKT02000005:153,082..154,515(+)	hypothetical protein	53864	Not Assigned	N/A	477	21	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002016	B9J08_002016-t37_1	Candida auris strain B8441	PEKT02000005:154,544..154,930(-)	Surfeit locus protein 5 subunit 22 of Mediator complex | domain-containing protein	13318	Not Assigned	PF06179	113	167	0	Surfeit locus protein 5 subunit 22 of Mediator complex	N/A	G3DSA:6.10.280.160	N/A	N/A	N/A	N/A	N/A	N/A	Mediator of RNA polymerase II transcription subunit 22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-, IPR009332	Surfeit locus protein 5 subunit 22 of Mediator complex	GO:0016592;GO:0016592;GO:0016592	mediator complex;mediator complex;mediator complex	GO:0003712;GO:0003712;GO:0003712	transcription coregulator activity;transcription coregulator activity;transcription coregulator activity	GO:0006357;GO:0006357;GO:0006357	regulation of transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;regulation of transcription by RNA polymerase II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002017	B9J08_002017-t37_1	Candida auris strain B8441	PEKT02000005:155,139..157,103(-)	hypothetical protein	74050	Not Assigned	N/A	654	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005811;GO:0005811;GO:0005777;GO:0005777	lipid droplet;lipid droplet;peroxisome;peroxisome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002018	B9J08_002018-t37_1	Candida auris strain B8441	PEKT02000005:157,513..158,499(+)	thioredoxin	36822	Not Assigned	PF00085, PF06201	328	1949	5	Thioredoxin	cd02947	G3DSA:2.60.120.470, G3DSA:3.40.30.10	N/A	N/A	N/A	PR00421	N/A	TRX_family	PITH domain	N/A	N/A	N/A	Thioredoxin family signature	N/A	N/A	N/A	PS51352, PS51532	Thioredoxin domain profile.	N/A	N/A	SSF49785, SSF52833	Thioredoxin-like	-, IPR008979, IPR010400, IPR013766, IPR036249, IPR037047	TRX_family	N/A	N/A	GO:0009055;GO:0009055;GO:0015035;GO:0015035	electron transfer activity;electron transfer activity;protein-disulfide reductase activity;protein-disulfide reductase activity	GO:0045454;GO:0045454;GO:0006662;GO:0006662	cell redox homeostasis;cell redox homeostasis;obsolete glycerol ether metabolic process;obsolete glycerol ether metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002019	B9J08_002019-t37_1	Candida auris strain B8441	PEKT02000005:159,510..160,907(+)	LETM1-like, RBD | domain-containing protein	52629	Not Assigned	PF07766	465	650	0	LETM1-like, RBD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS51758	Letm1 ribosome-binding (RBD) domain profile.	N/A	N/A	N/A	N/A	IPR033122	Letm1 ribosome-binding (RBD) domain profile.	GO:0005743;GO:0005743;GO:0005739	mitochondrial inner membrane;mitochondrial inner membrane;mitochondrion	GO:0043022	ribosome binding	GO:0006813;GO:0006813;GO:0032979;GO:0032979;GO:1902600;GO:1902600	potassium ion transport;potassium ion transport;protein insertion into mitochondrial inner membrane from matrix;protein insertion into mitochondrial inner membrane from matrix;proton transmembrane transport;proton transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002020	B9J08_002020-t37_1	Candida auris strain B8441	PEKT02000005:161,050..161,511(-)	deoxyuridine 5'-triphosphate nucleotidohydrolase	16286	Not Assigned	PF00692	153	515	0	dUTPase	cd07557	G3DSA:2.70.40.10	N/A	N/A	N/A	N/A	N/A	trimeric_dUTPase	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF51283	dUTPase-like	-, IPR029054, IPR033704, IPR036157	trimeric_dUTPase	N/A	N/A	GO:0035870;GO:0035870;GO:0004170;GO:0004170;GO:0000287;GO:0000287	dITP diphosphatase activity;dITP diphosphatase activity;dUTP diphosphatase activity;dUTP diphosphatase activity;magnesium ion binding;magnesium ion binding	GO:0035863;GO:0035863;GO:0006226;GO:0006226;GO:0046081;GO:0046081;GO:0009213;GO:0009213	dITP catabolic process;dITP catabolic process;dUMP biosynthetic process;dUMP biosynthetic process;dUTP catabolic process;dUTP catabolic process;pyrimidine deoxyribonucleoside triphosphate catabolic process;pyrimidine deoxyribonucleoside triphosphate catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.23 (dUTP diphosphatase)	N/A
B9J08_002021	B9J08_002021-t37_1	Candida auris strain B8441	PEKT02000005:161,614..162,483(-)	hypothetical protein	32487	Not Assigned	N/A	289	21	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002022	B9J08_002022-t37_1	Candida auris strain B8441	PEKT02000005:163,325..165,247(+)	Chromatin assembly factor 1 subunit Cac1, C-terminal domain | Chromatin assembly factor 1 subunit A dimerization domain | Chromatin assembly factor 1 complex p150 subunit, acidic region | domain-containing protein	73740	Not Assigned	PF11600, PF12253, PF21796	640	425	0	Chromatin assembly factor 1 subunit Cac1, C-terminal domain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR021644, IPR022043, IPR048800	Chromatin assembly factor 1 subunit Cac1, C-terminal domain	GO:0033186;GO:0033186;GO:0000775;GO:0000775;GO:0005634;GO:0005634;GO:0005634	CAF-1 complex;CAF-1 complex;chromosome, centromeric region;chromosome, centromeric region;nucleus;nucleus;nucleus	GO:0042393;GO:0042393	histone binding;histone binding	GO:0006335;GO:0006335	DNA replication-dependent chromatin assembly;DNA replication-dependent chromatin assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.24.13 (IgA-specific metalloendopeptidase)
B9J08_002023	B9J08_002023-t37_1	Candida auris strain B8441	PEKT02000005:165,371..167,329(+)	Slx4 endonuclease | domain-containing protein	73364	Not Assigned	PF09494	652	25	0	Slx4 endonuclease	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR018574	Slx4 endonuclease	GO:0005634;GO:0005634;GO:0005634;GO:0033557;GO:0033557;GO:0033557	nucleus;nucleus;nucleus;Slx1-Slx4 complex;Slx1-Slx4 complex;Slx1-Slx4 complex	GO:0017108;GO:0017108	5'-flap endonuclease activity;5'-flap endonuclease activity	GO:0006974;GO:0006974;GO:0006310;GO:0006281;GO:0006260;GO:0006260;GO:0006260;GO:0006261;GO:0006261;GO:0000727;GO:0000727;GO:0000736;GO:0000736;GO:0036297;GO:0036297;GO:2000001;GO:2000001;GO:1903775;GO:1903775;GO:1905261;GO:1905261	DNA damage response;DNA damage response;DNA recombination;DNA repair;DNA replication;DNA replication;DNA replication;DNA-templated DNA replication;DNA-templated DNA replication;double-strand break repair via break-induced replication;double-strand break repair via break-induced replication;double-st	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002024	B9J08_002024-t37_1	Candida auris strain B8441	PEKT02000005:168,122..170,362(+)	[histone H3]-trimethyl-L-lysine9 demethylase	85223	Not Assigned	PF02373, PF02375, PF13771	746	1545	2	PHD-like zinc-binding domain	cd15571	G3DSA:2.60.120.650, G3DSA:3.30.40.10	N/A	N/A	N/A	N/A	N/A	ePHD	Zinc/RING finger domain, C3HC4 (zinc finger)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS51183, PS51184, PS51805	JmjN domain profile.	SM00545, SM00558	JmjN_1	SSF51197	Clavaminate synthase-like	-, IPR003347, IPR003349, IPR013083, IPR034732	Zinc/RING finger domain, C3HC4 (zinc finger)	N/A	N/A	GO:0001227;GO:0001227;GO:0051864;GO:0051864;GO:0032454;GO:0032454;GO:0032454;GO:0046872;GO:0043565;GO:0043565;GO:0008270;GO:0008270	DNA-binding transcription repressor activity, RNA polymerase II-specific;DNA-binding transcription repressor activity, RNA polymerase II-specific;histone H3K36 demethylase activity;histone H3K36 demethylase activity;histone H3K9 demethylase activity;histone H3K9 demethylase activity;histone H3K9 dem	GO:0010507;GO:0010507;GO:0000122;GO:0000122;GO:0016577;GO:0016577;GO:0032968;GO:0032968;GO:0006357;GO:0006357	negative regulation of autophagy;negative regulation of autophagy;negative regulation of transcription by RNA polymerase II;negative regulation of transcription by RNA polymerase II;obsolete histone demethylation;obsolete histone demethylation;positive regulation of transcription elongation by RNA p	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.66 ([histone H3]-trimethyl-L-lysine(9) demethylase)	N/A
B9J08_002025	B9J08_002025-t37_1	Candida auris strain B8441	PEKT02000005:170,509..172,317(+)	Rad17 P-loop domain | domain-containing protein	68244	Not Assigned	PF03215	602	490	0	Rad17 P-loop domain	N/A	G3DSA:3.40.50.300	N/A	N/A	N/A	N/A	N/A	N/A	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF52540	P-loop containing nucleoside triphosphate hydrolases	-, IPR027417	Rad17 P-loop domain	GO:0005634;GO:0031389;GO:0031389	nucleus;Rad17 RFC-like complex;Rad17 RFC-like complex	GO:0005524;GO:0003689;GO:0003689	ATP binding;DNA clamp loader activity;DNA clamp loader activity	GO:0007049;GO:0000077;GO:0000077;GO:0006289;GO:0006289;GO:0007131;GO:0007131	cell cycle;DNA damage checkpoint signaling;DNA damage checkpoint signaling;nucleotide-excision repair;nucleotide-excision repair;reciprocal meiotic recombination;reciprocal meiotic recombination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002026	B9J08_002026-t37_1	Candida auris strain B8441	PEKT02000005:172,376..173,101(-)	Grx4 family monothiol glutaredoxin	26504	Not Assigned	PF00085, PF00462	241	1373	1	Thioredoxin	cd02984, cd03028	G3DSA:3.40.30.10	N/A	N/A	N/A	N/A	N/A	TRX_PICOT	Glutaredoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS51352, PS51354	Thioredoxin domain profile.	N/A	N/A	SSF52833	Thioredoxin-like	-, IPR002109, IPR013766, IPR033658, IPR036249	TRX_PICOT	GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005634;GO:0005634	cytoplasm;cytoplasm;cytosol;cytosol;nucleus;nucleus	GO:0051537;GO:0051537;GO:0015036;GO:0015036;GO:0009055;GO:0009055;GO:0015038;GO:0015038;GO:0051536;GO:0051536;GO:0051536;GO:0046872;GO:0015035;GO:0015035	2 iron, 2 sulfur cluster binding;2 iron, 2 sulfur cluster binding;disulfide oxidoreductase activity;disulfide oxidoreductase activity;electron transfer activity;electron transfer activity;glutathione disulfide oxidoreductase activity;glutathione disulfide oxidoreductase activity;iron-sulfur cluster 	GO:0030036;GO:0030036;GO:0045454;GO:0045454;GO:0034599;GO:0034599;GO:0006879;GO:0006879;GO:1903026;GO:1903026;GO:2000678;GO:2000678;GO:0031065;GO:0031065	actin cytoskeleton organization;actin cytoskeleton organization;cell redox homeostasis;cell redox homeostasis;cellular response to oxidative stress;cellular response to oxidative stress;intracellular iron ion homeostasis;intracellular iron ion homeostasis;negative regulation of RNA polymerase II reg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002027	B9J08_002027-t37_1	Candida auris strain B8441	PEKT02000005:174,767..178,465(+)	Zinc finger, C2H2 type | domain-containing protein	138722	Not Assigned	PF00096	1232	678	2	Zinc finger, C2H2 type	N/A	G3DSA:3.30.160.60	N/A	N/A	N/A	N/A	N/A	N/A	Classic Zinc Finger	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS50157	Zinc finger C2H2 type domain profile.	SM00355	c2h2final6	SSF57667	beta-beta-alpha zinc fingers	-, IPR013087, IPR036236	Zinc finger protein	GO:0005634;GO:0005634	nucleus;nucleus	GO:0000981;GO:0000981;GO:0000978;GO:0000978;GO:0043565;GO:0043565;GO:0001093;GO:0001093;GO:0001094;GO:0001094;GO:0003713;GO:0003713	DNA-binding transcription factor activity, RNA polymerase II-specific;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;RNA polymerase II cis-regulatory region sequence-specific DNA binding;sequence-specific DN	GO:0006325;GO:0006325;GO:0061425;GO:0061425;GO:0007031;GO:0007031;GO:0045944;GO:0045944;GO:0045944;GO:0045944;GO:0061429;GO:0061429;GO:0006355;GO:0006355	chromatin organization;chromatin organization;obsolete positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter;obsolete positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II pro	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002028	B9J08_002028-t37_1	Candida auris strain B8441	PEKT02000005:178,737..179,051(+)	hypothetical protein	12450	Not Assigned	N/A	104	14	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002029	B9J08_002029-t37_1	Candida auris strain B8441	PEKT02000005:179,107..179,586(-)	Domain of unknown function (DUF4149) | domain-containing protein	17370	Not Assigned	PF13664	159	379	0	Domain of unknown function (DUF4149)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR025423	Domain of unknown function (DUF4149)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002030	B9J08_002030-t37_1	Candida auris strain B8441	PEKT02000005:179,725..183,306(-)	MutS domain II | MutS domain I | MutS domain V | MutS domain III | MutS family domain IV | domain-containing protein	134780	Not Assigned	PF00488, PF01624, PF05188, PF05190, PF05192	1193	3281	3	MutS family domain IV	N/A	G3DSA:1.10.1420.10, G3DSA:3.30.420.110, G3DSA:3.40.1170.10, G3DSA:3.40.50.300	N/A	N/A	N/A	N/A	N/A	N/A	MutS, connector domain	N/A	N/A	N/A	N/A	N/A	PIRSF037677	Msh6	N/A	N/A	SM00533, SM00534	mutATP5	SSF48334, SSF52540, SSF53150, SSF55271	P-loop containing nucleoside triphosphate hydrolases	-, IPR000432, IPR007695, IPR007696, IPR007860, IPR007861, IPR016151, IPR017261, IPR027417, IPR036187, IPR036678	P-loop containing nucleoside triphosphate hydrolases	GO:0032301;GO:0032301	MutSalpha complex;MutSalpha complex	GO:0005524;GO:0005524;GO:0005524;GO:0016887;GO:0016887;GO:0000400;GO:0000400;GO:0032137;GO:0032137;GO:0030983;GO:0032138;GO:0032138	ATP binding;ATP binding;ATP binding;ATP hydrolysis activity;ATP hydrolysis activity;four-way junction DNA binding;four-way junction DNA binding;guanine/thymine mispair binding;guanine/thymine mispair binding;mismatched DNA binding;single base insertion or deletion binding;single base insertion or de	GO:0036297;GO:0036297;GO:0043570;GO:0043570;GO:0000710;GO:0000710;GO:0006298;GO:0006298;GO:0006298;GO:0043111;GO:0043111	interstrand cross-link repair;interstrand cross-link repair;maintenance of DNA repeat elements;maintenance of DNA repeat elements;meiotic mismatch repair;meiotic mismatch repair;mismatch repair;mismatch repair;mismatch repair;replication fork arrest;replication fork arrest	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002031	B9J08_002031-t37_1	Candida auris strain B8441	PEKT02000005:183,556..184,275(+)	hypothetical protein	27304	Not Assigned	N/A	239	14	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002032	B9J08_002032-t37_1	Candida auris strain B8441	PEKT02000005:184,277..185,575(-)	Nucleotidyl transferase | domain-containing protein	47822	Not Assigned	PF00483	432	1073	1	Nucleotidyl transferase	N/A	G3DSA:2.160.10.10, G3DSA:3.90.550.10	N/A	N/A	N/A	N/A	N/A	N/A	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF53448	Nucleotide-diphospho-sugar transferases	-, IPR005835, IPR029044	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	N/A	N/A	GO:0016779;GO:0016779	nucleotidyltransferase activity;nucleotidyltransferase activity	GO:0009058;GO:0009058;GO:0009058	biosynthetic process;biosynthetic process;biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.13 (mannose-1-phosphate guanylyltransferase)	2.7.7.9 (UTP--glucose-1-phosphate uridylyltransferase)
B9J08_002033	B9J08_002033-t37_1	Candida auris strain B8441	PEKT02000005:185,855..187,513(-)	hypothetical protein	62504	Not Assigned	N/A	552	2029	3	N/A	cd06145	G3DSA:3.30.420.10	N/A	N/A	N/A	N/A	N/A	REX1_like	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SM00479	exoiiiendus	SSF53098	Ribonuclease H-like	-, IPR012337, IPR013520, IPR034922, IPR036397	RNA exonuclease 1	GO:0005622;GO:0005622	intracellular anatomical structure;intracellular anatomical structure	GO:0000175;GO:0000175;GO:0003676	3'-5'-RNA exonuclease activity;3'-5'-RNA exonuclease activity;nucleic acid binding	GO:0000467;GO:0000467;GO:0043628;GO:0043628;GO:0034476;GO:0034476	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);regulatory ncRNA 3'-end processing;regulat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.13.4 (poly(A)-specific ribonuclease)
B9J08_002034	B9J08_002034-t37_1	Candida auris strain B8441	PEKT02000005:188,141..190,405(-)	Ankyrin repeats (3 copies) | DHHC palmitoyltransferase | domain-containing protein	84535	Not Assigned	PF01529, PF12796	754	6065	4	DHHC palmitoyltransferase	N/A	G3DSA:1.25.40.20	N/A	N/A	N/A	N/A	N/A	N/A	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS50088, PS50216, PS50297	DHHC domain profile.	SM00248	ANK_2a	SSF48403	Ankyrin repeat	-, IPR001594, IPR002110, IPR036770	DHHC palmitoyltransferase	GO:0005794;GO:0005794	Golgi apparatus;Golgi apparatus	GO:0031683;GO:0031683;GO:0016409;GO:0016409;GO:0016409;GO:0005515;GO:0019706;GO:0008270;GO:0008270	G-protein beta/gamma-subunit complex binding;G-protein beta/gamma-subunit complex binding;palmitoyltransferase activity;palmitoyltransferase activity;palmitoyltransferase activity;protein binding;protein-cysteine S-palmitoyltransferase activity;zinc ion binding;zinc ion binding	GO:0090029;GO:0090029;GO:0018345;GO:0018345;GO:0006612;GO:0006612;GO:0030100;GO:0030100	negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion;negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion;protein palmitoylation;protein palmitoylation;protein targeting to membrane;protein 	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.225 (protein S-acyltransferase)	N/A
