Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_001428,B9J08_001428-t37_1,hypothetical protein,GO:0016021;GO:0005740,integral component of membrane;mitochondrial envelope,GO:0005310,dicarboxylic acid transmembrane transporter activity,GO:0006835,dicarboxylic acid transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001445,B9J08_001445-t37_1,hypothetical protein,GO:0005768;GO:0005802,endosome;trans-Golgi network,GO:0005096,GTPase activator activity,GO:0090630,activation of GTPase activity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001492,B9J08_001492-t37_1,hypothetical protein,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0005515,protein binding,GO:0031505,fungal-type cell wall organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.16 (Chitin synthase),,,,,,,2,1,1,4
B9J08_001528,B9J08_001528-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001582,B9J08_001582-t37_1,hypothetical protein,GO:0005811;GO:0016020,lipid droplet;membrane,GO:0047372,acylglycerol lipase activity,GO:0006641,triglyceride metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.23 (Acylglycerol lipase);3.1.1.5 (Lysophospholipase);6.2.1.3 (Long-chain-fatty-acid--CoA ligase),,,,,,,2,1,1,4
B9J08_001690,B9J08_001690-t37_1,hypothetical protein,GO:0062092;GO:0005634,Yae1-Lto1 complex;nucleus,GO:0030674,protein-macromolecule adaptor activity,GO:0106035,protein maturation by [4Fe-4S] cluster transfer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001707,B9J08_001707-t37_1,hypothetical protein,GO:0019005;GO:0005737,SCF ubiquitin ligase complex;cytoplasm,GO:0005515,protein binding,GO:0051423,"positive regulation of endo-1,4-beta-xylanase activity",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001806,B9J08_001806-t37_1,hypothetical protein,GO:0005789;GO:0019898,endoplasmic reticulum membrane;extrinsic component of membrane,GO:0005515,protein binding,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001880,B9J08_001880-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001916,B9J08_001916-t37_1,hypothetical protein,GO:0005801;GO:0000136,cis-Golgi network;mannan polymerase complex,GO:0000009,"alpha-1,6-mannosyltransferase activity",GO:0006487,protein N-linked glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001957,B9J08_001957-t37_1,hypothetical protein,GO:0005789;GO:0016021,endoplasmic reticulum membrane;integral component of membrane,GO:0001671,ATPase activator activity,GO:0030433,ubiquitin-dependent ERAD pathway,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001984,B9J08_001984-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002006,B9J08_002006-t37_1,hypothetical protein,GO:0071627;GO:0016021,integral component of fungal-type vacuolar membrane;integral component of membrane,GO:0015174,basic amino acid transmembrane transporter activity,GO:0034488,basic amino acid transmembrane export from vacuole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3.3.5 (Cholestenol Delta-isomerase),,,,,,,2,1,1,4
B9J08_002074,B9J08_002074-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0000030,mannosyltransferase activity,GO:0006486,protein glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.- (Hexosyltransferases.),,,,,,,2,1,1,4
B9J08_002168,B9J08_002168-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002237,B9J08_002237-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002239,B9J08_002239-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002251,B9J08_002251-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,2,1,1,4
B9J08_002311,B9J08_002311-t37_1,hypothetical protein,GO:0005759;GO:0005739,mitochondrial matrix;mitochondrion,GO:0044183,protein folding chaperone,GO:0034551,mitochondrial respiratory chain complex III assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002464,B9J08_002464-t37_1,hypothetical protein,GO:0033573;GO:0016020,high-affinity iron permease complex;membrane,GO:0005381,iron ion transmembrane transporter activity,GO:0034755,iron ion transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002480,B9J08_002480-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,2,1,1,4
B9J08_002481,B9J08_002481-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,2,1,1,4
B9J08_002564,B9J08_002564-t37_1,hypothetical protein,GO:0000506;GO:0016021,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex;integral component of membrane,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,GO:0006506,GPI anchor biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.198 (Phosphatidylinositol N-acetylglucosaminyltransferase),2.4.1.198 (Phosphatidylinositol N-acetylglucosaminyltransferase);3.5.1.89 (N-acetylglucosaminylphosphatidylinositol deacetylase),,,,,,,2,1,1,4
B9J08_002614,B9J08_002614-t37_1,hypothetical protein,GO:0005829;GO:0005634,cytosol;nucleus,GO:0019901,protein kinase binding,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002646,B9J08_002646-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002659,B9J08_002659-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002660,B9J08_002660-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002802,B9J08_002802-t37_1,hypothetical protein,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002809,B9J08_002809-t37_1,hypothetical protein,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_002893,B9J08_002893-t37_1,hypothetical protein,GO:0005783;GO:0016020,endoplasmic reticulum;membrane,GO:0000225,N-acetylglucosaminylphosphatidylinositol deacetylase activity,GO:0006506,GPI anchor biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,3.5.1.89 (N-acetylglucosaminylphosphatidylinositol deacetylase),3.5.1.89 (N-acetylglucosaminylphosphatidylinositol deacetylase),,,,,,,2,1,1,4
B9J08_002934,B9J08_002934-t37_1,hypothetical protein,GO:0005763;GO:0005739,mitochondrial small ribosomal subunit;mitochondrion,GO:0003735,structural constituent of ribosome,GO:0032543,mitochondrial translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003002,B9J08_003002-t37_1,hypothetical protein,GO:0033573;GO:0016020,high-affinity iron permease complex;membrane,GO:0005381,iron ion transmembrane transporter activity,GO:0034755,iron ion transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003030,B9J08_003030-t37_1,hypothetical protein,GO:0030956;GO:0005739,glutamyl-tRNA(Gln) amidotransferase complex;mitochondrion,GO:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.),,,,,,,2,1,1,4
B9J08_003049,B9J08_003049-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003274,B9J08_003274-t37_1,hypothetical protein,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003320,B9J08_003320-t37_1,hypothetical protein,GO:0005829;GO:0005634,cytosol;nucleus,GO:0016279,protein-lysine N-methyltransferase activity,GO:0018026,peptidyl-lysine monomethylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003530,B9J08_003530-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003540,B9J08_003540-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003655,B9J08_003655-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003813,B9J08_003813-t37_1,hypothetical protein,GO:0000974;GO:0005681,Prp19 complex;spliceosomal complex,GO:0005515,protein binding,GO:0000398,"mRNA splicing, via spliceosome",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.7 ([Myosin heavy-chain] kinase),,,,,,,2,1,1,4
B9J08_003821,B9J08_003821-t37_1,hypothetical protein,GO:0005730;GO:0032040,nucleolus;small-subunit processome,GO:0005515,protein binding,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase),,,,,,,2,1,1,4
B9J08_003935,B9J08_003935-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_003975,B9J08_003975-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004060,B9J08_004060-t37_1,hypothetical protein,GO:0071627;GO:0016021,integral component of fungal-type vacuolar membrane;integral component of membrane,GO:0015174,basic amino acid transmembrane transporter activity,GO:0034488,basic amino acid transmembrane export from vacuole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3.3.5 (Cholestenol Delta-isomerase),,,,,,,2,1,1,4
B9J08_004219,B9J08_004219-t37_1,hypothetical protein,GO:0005730;GO:0030687,"nucleolus;preribosome, large subunit precursor",GO:0005515,protein binding,GO:0042273,ribosomal large subunit biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004326,B9J08_004326-t37_1,hypothetical protein,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0047372,acylglycerol lipase activity,GO:0044255,cellular lipid metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.),,,,,,,2,1,1,4
B9J08_004335,B9J08_004335-t37_1,hypothetical protein,GO:0031314;GO:0005759,extrinsic component of mitochondrial inner membrane;mitochondrial matrix,GO:0005515,protein binding,GO:0032979,protein insertion into mitochondrial inner membrane from matrix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004436,B9J08_004436-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004460,B9J08_004460-t37_1,hypothetical protein,GO:0030479;GO:0005737,actin cortical patch;cytoplasm,GO:0005515,protein binding,GO:0034316,negative regulation of Arp2/3 complex-mediated actin nucleation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004488,B9J08_004488-t37_1,hypothetical protein,GO:0016021;GO:0005770,integral component of membrane;late endosome,GO:0005048,signal sequence binding,GO:0007034,vacuolar transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004519,B9J08_004519-t37_1,hypothetical protein,GO:0005743;GO:0005762,mitochondrial inner membrane;mitochondrial large ribosomal subunit,GO:0003747,translation release factor activity,GO:0006415,translational termination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004548,B9J08_004548-t37_1,hypothetical protein,GO:0005829;GO:0016020,cytosol;membrane,GO:0051539,"4 iron, 4 sulfur cluster binding",GO:0016226,iron-sulfur cluster assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.12.7.2 (Ferredoxin hydrogenase);1.18.99.1 (Transferred entry: 1.12.7.2);2.5.1.- (Transferring alkyl or aryl groups, other than methyl groups.)",,,,,,,2,1,1,4
B9J08_004573,B9J08_004573-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004654,B9J08_004654-t37_1,hypothetical protein,GO:0005634;GO:0031515,nucleus;tRNA (m1A) methyltransferase complex,GO:0016429,tRNA (adenine-N1-)-methyltransferase activity,GO:0030488,tRNA methylation,N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.220 (tRNA (adenine(58)-N(1))-methyltransferase),2.1.1.220 (tRNA (adenine(58)-N(1))-methyltransferase),,,,,,,2,1,1,4
B9J08_004692,B9J08_004692-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004725,B9J08_004725-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004735,B9J08_004735-t37_1,hypothetical protein,GO:0016021;GO:0005739,integral component of membrane;mitochondrion,GO:0015230,FAD transmembrane transporter activity,GO:0015883,FAD transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004761,B9J08_004761-t37_1,hypothetical protein,GO:0022627;GO:0005840,cytosolic small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004812,B9J08_004812-t37_1,hypothetical protein,GO:0005783;GO:0016021,endoplasmic reticulum;integral component of membrane,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",GO:0046856,phosphatidylinositol dephosphorylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.3.36 (Phosphoinositide 5-phosphatase);3.1.3.56 (Inositol-polyphosphate 5-phosphatase),,,,,,,2,1,1,4
B9J08_004830,B9J08_004830-t37_1,hypothetical protein,GO:0005783;GO:0016021,endoplasmic reticulum;integral component of membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004876,B9J08_004876-t37_1,hypothetical protein,GO:0005686;GO:0071004,U2 snRNP;U2-type prespliceosome,GO:0005515,protein binding,GO:0000398,"mRNA splicing, via spliceosome",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1.1.7 (Propanediol-phosphate dehydrogenase),,,,,,,2,1,1,4
B9J08_004898,B9J08_004898-t37_1,hypothetical protein,GO:0016021;GO:0005739,integral component of membrane;mitochondrion,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.8.2.11 (Galactosylceramide sulfotransferase);4.2.1.96 (4a-hydroxytetrahydrobiopterin dehydratase),,,,,,,2,1,1,4
B9J08_004926,B9J08_004926-t37_1,hypothetical protein,GO:0005780;GO:0005777,extrinsic component of intraperoxisomal membrane;peroxisome,GO:0030674,protein-macromolecule adaptor activity,GO:0045033,peroxisome inheritance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_004960,B9J08_004960-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005025,B9J08_005025-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005162,B9J08_005162-t37_1,hypothetical protein,GO:0000329;GO:0016021,fungal-type vacuole membrane;integral component of membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005181,B9J08_005181-t37_1,hypothetical protein,GO:0016021;GO:0005743,integral component of membrane;mitochondrial inner membrane,GO:0005381,iron ion transmembrane transporter activity,GO:0048250,iron import into the mitochondrion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005261,B9J08_005261-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0008195,phosphatidate phosphatase activity,GO:0006644,phospholipid metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+)));2.7.8.3 (Ceramide cholinephosphotransferase);3.1.3.4 (Phosphatidate phosphatase);3.1.3.81 (Diacylglycerol diphosphate phosphatase),,,,,,,2,1,1,4
B9J08_005279,B9J08_005279-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005320,B9J08_005320-t37_1,hypothetical protein,GO:0000506;GO:0016021,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex;integral component of membrane,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,GO:0006506,GPI anchor biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.198 (Phosphatidylinositol N-acetylglucosaminyltransferase),,,,,,,2,1,1,4
B9J08_005355,B9J08_005355-t37_1,hypothetical protein,GO:0005743;GO:0070469,mitochondrial inner membrane;respirasome,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",GO:0022900,electron transport chain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.6.-.- (Acting on NADH or NADPH.);1.6.99.3 (Deleted entry),,,,,,,2,1,1,4
B9J08_005424,B9J08_005424-t37_1,hypothetical protein,GO:0005887;GO:0005937,integral component of plasma membrane;mating projection,GO:0015079,potassium ion transmembrane transporter activity,GO:0071805,potassium ion transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_005469,B9J08_005469-t37_1,hypothetical protein,GO:0005576;GO:0016021,extracellular region;integral component of membrane,GO:0003824,catalytic activity,GO:0005975,carbohydrate metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase),,,,,,,2,1,1,4
B9J08_005568,B9J08_005568-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,2,1,1,4
B9J08_001691,B9J08_001691-t37_1,hypothetical protein,GO:0005682;GO:0000785;GO:0005634,U5 snRNP;chromatin;nucleus,GO:0005515,protein binding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,1,0,4
B9J08_002693,B9J08_002693-t37_1,hypothetical protein,GO:0005762;GO:0005739;GO:0005840,mitochondrial large ribosomal subunit;mitochondrion;ribosome,GO:0003735,structural constituent of ribosome,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,1,0,4
