Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_003160,B9J08_003160-t37_1,tRNA-Leu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003163,B9J08_003163-t37_1,tRNA-Val,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003164,B9J08_003164-t37_1,tRNA-Val,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003170,B9J08_003170-t37_1,protein MGR2,GO:0005744;GO:0016021,TIM23 mitochondrial import inner membrane translocase complex;integral component of membrane,N/A,N/A,GO:0030150;GO:0045039,protein import into mitochondrial matrix;protein insertion into mitochondrial inner membrane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003172,B9J08_003172-t37_1,protein GCN20,GO:0022626,cytosolic ribosome,GO:0005524;GO:0016887;GO:0017111;GO:0000166,ATP binding;ATP hydrolysis activity;nucleoside-triphosphatase activity;nucleotide binding,GO:0006448,regulation of translational elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.3 (Deleted entry);3.6.3.- (Acting on acid anhydrides; catalyzing transmembrane movement of substances.);3.6.3.17 (Transferred entry: 7.5.2.8);3.6.3.25 (Transferred entry: 7.3.2.3);3.6.3.27 (Transferred entry: 7.3.2.1);3.6.3.30 (Transferred entry: ,,,,,,
B9J08_003177,B9J08_003177-t37_1,diphthamide biosynthesis protein 1,GO:0005737,cytoplasm,GO:0016740,transferase activity,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.108 (2-(3-amino-3-carboxypropyl)histidine synthase),2.5.1.108 (2-(3-amino-3-carboxypropyl)histidine synthase),,,,,,
B9J08_003180,B9J08_003180-t37_1,"isocitrate dehydrogenase [NADP], mitochondrial",GO:0005737;GO:0005576;GO:0042645;GO:0005739;GO:0005777,cytoplasm;extracellular region;mitochondrial nucleoid;mitochondrion;peroxisome,GO:0051287;GO:0004450;GO:0000287;GO:0016616,"NAD binding;isocitrate dehydrogenase (NADP+) activity;magnesium ion binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",GO:0006537;GO:0006102;GO:0055114;GO:0006099,glutamate biosynthetic process;isocitrate metabolic process;obsolete oxidation-reduction process;tricarboxylic acid cycle,N/A,N/A,N/A,N/A,N/A,N/A,1.1.1.42 (Isocitrate dehydrogenase (NADP(+))),1.1.1.42 (Isocitrate dehydrogenase (NADP(+))),,,,,,
B9J08_003185,B9J08_003185-t37_1,acyl-CoA thioesterase II,GO:0005777,peroxisome,GO:0047617,acyl-CoA hydrolase activity,GO:0006637;GO:0006635;GO:0019395,acyl-CoA metabolic process;fatty acid beta-oxidation;fatty acid oxidation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.2.2 (Palmitoyl-CoA hydrolase);3.1.2.20 (Acyl-CoA hydrolase);3.1.2.27 (Choloyl-CoA hydrolase),,,,,,
B9J08_003186,B9J08_003186-t37_1,acyl-CoA thioesterase II,N/A,N/A,GO:0047617,acyl-CoA hydrolase activity,GO:0006637,acyl-CoA metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.2.2 (Palmitoyl-CoA hydrolase);3.1.2.20 (Acyl-CoA hydrolase);3.1.2.27 (Choloyl-CoA hydrolase),,,,,,
B9J08_003187,B9J08_003187-t37_1,acyl-CoA thioesterase II,N/A,N/A,GO:0047617,acyl-CoA hydrolase activity,GO:0006637,acyl-CoA metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.2.- (Thiolester hydrolases.);3.1.2.2 (Palmitoyl-CoA hydrolase);3.1.2.20 (Acyl-CoA hydrolase),,,,,,
B9J08_003196,B9J08_003196-t37_1,tRNA dimethylallyltransferase,GO:0005737;GO:0005829;GO:0005739;GO:0005730;GO:0005634,cytoplasm;cytosol;mitochondrion;nucleolus;nucleus,GO:0005524;GO:0000049;GO:0052381,ATP binding;tRNA binding;tRNA dimethylallyltransferase activity,GO:0006400;GO:0008033;GO:0061587,tRNA modification;tRNA processing;transfer RNA gene-mediated silencing,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.75 (tRNA dimethylallyltransferase),2.5.1.18 (Glutathione transferase);2.5.1.75 (tRNA dimethylallyltransferase);2.5.1.8 (Transferred entry: 2.5.1.75),,,,,,
B9J08_003199,B9J08_003199-t37_1,tRNA-Asn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003205,B9J08_003205-t37_1,"saccharopine dehydrogenase [NAD(+), L-lysine-forming]",N/A,N/A,GO:0003729;GO:0004754,"mRNA binding;saccharopine dehydrogenase (NAD+, L-lysine-forming) activity",GO:0009085;GO:0019878,lysine biosynthetic process;lysine biosynthetic process via aminoadipic acid,N/A,N/A,N/A,N/A,N/A,N/A,"1.5.1.7 (Saccharopine dehydrogenase (NAD(+), L-lysine-forming))","1.5.1.7 (Saccharopine dehydrogenase (NAD(+), L-lysine-forming))",,,,,,
B9J08_003215,B9J08_003215-t37_1,NADH-cytochrome b5 reductase 1,N/A,N/A,GO:0004128;GO:0016491,"cytochrome-b5 reductase activity, acting on NAD(P)H;oxidoreductase activity",GO:0055114,obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.6.2.2 (Cytochrome-b5 reductase),1.12.2.1 (Cytochrome-c3 hydrogenase);1.6.2.2 (Cytochrome-b5 reductase);1.7.1.1 (Nitrate reductase (NADH)),,,,,,
B9J08_003221,B9J08_003221-t37_1,tRNA-Ala,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003222,B9J08_003222-t37_1,tRNA-Gln,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003224,B9J08_003224-t37_1,hydroxymethylglutaryl-CoA reductase (NADPH),GO:0005789;GO:0016021;GO:0005635;GO:0042175,endoplasmic reticulum membrane;integral component of membrane;nuclear envelope;nuclear outer membrane-endoplasmic reticulum membrane network,GO:0050661;GO:0004420;GO:0016616;GO:0005515,"NADP binding;hydroxymethylglutaryl-CoA reductase (NADPH) activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;protein binding",GO:0015936;GO:0006696;GO:0019287;GO:0008299;GO:0055114,"coenzyme A metabolic process;ergosterol biosynthetic process;isopentenyl diphosphate biosynthetic process, mevalonate pathway;isoprenoid biosynthetic process;obsolete oxidation-reduction process",N/A,N/A,N/A,N/A,N/A,N/A,1.1.1.34 (Hydroxymethylglutaryl-CoA reductase (NADPH)),1.1.1.34 (Hydroxymethylglutaryl-CoA reductase (NADPH)),,,,,,
B9J08_003232,B9J08_003232-t37_1,gamma-glutamyltransferase,GO:0000324,fungal-type vacuole,GO:0036374;GO:0016740,glutathione hydrolase activity;transferase activity,GO:0006751;GO:0006805,glutathione catabolic process;xenobiotic metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,2.3.2.2 (Gamma-glutamyltransferase);3.4.19.13 (Glutathione gamma-glutamate hydrolase),2.3.2.2 (Gamma-glutamyltransferase);3.4.19.13 (Glutathione gamma-glutamate hydrolase);3.4.19.14 (Leukotriene-C(4) hydrolase),,,,,,
B9J08_003238,B9J08_003238-t37_1,"elongation factor Tu, mitochondrial",GO:0005622;GO:0005739,intracellular anatomical structure;mitochondrion,GO:0005525;GO:0003924;GO:0003746,GTP binding;GTPase activity;translation elongation factor activity,GO:0032543;GO:0070125;GO:0006414,mitochondrial translation;mitochondrial translational elongation;translational elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.4 (Sulfate adenylyltransferase);3.6.5.3 (Protein-synthesizing GTPase),,,,,,
B9J08_003240,B9J08_003240-t37_1,phosphatidylserine decarboxylase,GO:0031305;GO:0005739,integral component of mitochondrial inner membrane;mitochondrion,GO:0042393;GO:0004609,histone binding;phosphatidylserine decarboxylase activity,GO:0006122;GO:0006656;GO:0006646;GO:0008654;GO:0010636;GO:0010954;GO:0016540;GO:0009268,"mitochondrial electron transport, ubiquinol to cytochrome c;phosphatidylcholine biosynthetic process;phosphatidylethanolamine biosynthetic process;phospholipid biosynthetic process;positive regulation of mitochondrial fusion;positive regulation of protein processing;protein autoprocessing;response t",N/A,N/A,N/A,N/A,N/A,N/A,4.1.1.65 (Phosphatidylserine decarboxylase),4.1.1.65 (Phosphatidylserine decarboxylase),,,,,,
B9J08_003243,B9J08_003243-t37_1,vacuolar-sorting protein SNF7,GO:0000815;GO:0005737;GO:0005886,ESCRT III complex;cytoplasm;plasma membrane,N/A,N/A,GO:1904669;GO:1904902;GO:0071454;GO:0070676;GO:0045324;GO:0043328;GO:0061709;GO:0007034,ATP export;ESCRT III complex assembly;cellular response to anoxia;intralumenal vesicle formation;late endosome to vacuole transport;protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway;reticulophagy;vacuolar transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003245,B9J08_003245-t37_1,tubulin beta chain,GO:0005881;GO:0005874;GO:0005876;GO:0045298,cytoplasmic microtubule;microtubule;spindle microtubule;tubulin complex,GO:0005525;GO:0003924;GO:0005200,GTP binding;GTPase activity;structural constituent of cytoskeleton,GO:0031122;GO:0071963;GO:0048312;GO:0007019;GO:0007017;GO:0000070;GO:0090307;GO:0051228;GO:0000022;GO:1903087;GO:0030473;GO:0098863;GO:0051258,cytoplasmic microtubule organization;establishment or maintenance of cell polarity regulating cell shape;intracellular distribution of mitochondria;microtubule depolymerization;microtubule-based process;mitotic sister chromatid segregation;mitotic spindle assembly;mitotic spindle disassembly;mitotic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003248,B9J08_003248-t37_1,40S ribosomal protein S16,GO:0005840,ribosome,GO:0003735,structural constituent of ribosome,GO:0000462;GO:0006412,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);translation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003249,B9J08_003249-t37_1,60S ribosomal protein L13,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003250,B9J08_003250-t37_1,60S acidic ribosomal protein P1-A,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0030295;GO:0003735,protein kinase activator activity;structural constituent of ribosome,GO:0002181;GO:0045860;GO:0006414,cytoplasmic translation;positive regulation of protein kinase activity;translational elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase),,,,,,
B9J08_003256,B9J08_003256-t37_1,threonine-tRNA ligase,GO:0005737;GO:0005739,cytoplasm;mitochondrion,GO:0005524;GO:0004812;GO:0000166;GO:0004829,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity,GO:0070159;GO:0006418;GO:0006435,mitochondrial threonyl-tRNA aminoacylation;tRNA aminoacylation for protein translation;threonyl-tRNA aminoacylation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.3 (Threonine--tRNA ligase),6.1.1.3 (Threonine--tRNA ligase),,,,,,
B9J08_003271,B9J08_003271-t37_1,L-aminoadipate-semialdehyde dehydrogenase,N/A,N/A,GO:0004043;GO:0003824;GO:0031177,L-aminoadipate-semialdehyde dehydrogenase activity;catalytic activity;phosphopantetheine binding,GO:0009085;GO:0019878,lysine biosynthetic process;lysine biosynthetic process via aminoadipic acid,N/A,N/A,N/A,N/A,N/A,N/A,1.2.1.31 (L-aminoadipate-semialdehyde dehydrogenase);1.2.1.95 (L-2-aminoadipate reductase),1.2.1.31 (L-aminoadipate-semialdehyde dehydrogenase);1.2.1.95 (L-2-aminoadipate reductase);1.5.1.6 (Formyltetrahydrofolate dehydrogenase);2.1.2.2 (Phosphoribosylglycinamide formyltransferase 1);2.7.-.- (Transferring phosphorus-containing groups.);4.2.1.1 (Carbonic anhydrase),,,,,,
B9J08_003273,B9J08_003273-t37_1,40S ribosomal protein S18-B,GO:0005576;GO:0005840,extracellular region;ribosome,GO:0003723;GO:0003676;GO:0003735,RNA binding;nucleic acid binding;structural constituent of ribosome,GO:0000447;GO:0006407;GO:0006412,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);rRNA export from nucleus;translation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003288,B9J08_003288-t37_1,40S ribosomal protein S28-A,GO:0022627;GO:0005730;GO:0005840,cytosolic small ribosomal subunit;nucleolus;ribosome,GO:0003735,structural constituent of ribosome,GO:0000469;GO:0030490;GO:1900153;GO:0006407;GO:0000028;GO:0000056;GO:0006412,"cleavage involved in rRNA processing;maturation of SSU-rRNA;positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;rRNA export from nucleus;ribosomal small subunit assembly;ribosomal small subunit export from nucleus;translation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003290,B9J08_003290-t37_1,glutamine-tRNA ligase,GO:0005737;GO:0005829;GO:0005739,cytoplasm;cytosol;mitochondrion,GO:0005524;GO:0004812;GO:0004819;GO:0000166,ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding,GO:0006425;GO:0043039;GO:0006418;GO:0006412,glutaminyl-tRNA aminoacylation;tRNA aminoacylation;tRNA aminoacylation for protein translation;translation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.18 (Glutamine--tRNA ligase),4.2.1.134 (Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase);6.1.1.18 (Glutamine--tRNA ligase),,,,,,
B9J08_003293,B9J08_003293-t37_1,cytoplasmic tRNA 2-thiolation protein 1,GO:0005737;GO:0005829;GO:0002144,cytoplasm;cytosol;cytosolic tRNA wobble base thiouridylase complex,GO:0016779;GO:0000049,nucleotidyltransferase activity;tRNA binding,GO:0032447;GO:0008033;GO:0034227;GO:0002143;GO:0002098,protein urmylation;tRNA processing;tRNA thio-modification;tRNA wobble position uridine thiolation;tRNA wobble uridine modification,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.- (Nucleotidyltransferases.),2.7.7.- (Nucleotidyltransferases.);2.7.7.72 (CCA tRNA nucleotidyltransferase);2.8.1.- (Sulfurtransferases.),,,,,,
B9J08_003296,B9J08_003296-t37_1,glycylpeptide N-tetradecanoyltransferase,GO:0005829,cytosol,GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,GO:0006499;GO:0030010,N-terminal protein myristoylation;establishment of cell polarity,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.97 (Glycylpeptide N-tetradecanoyltransferase),2.3.1.97 (Glycylpeptide N-tetradecanoyltransferase),,,,,,
B9J08_003299,B9J08_003299-t37_1,actin cytoskeleton-regulatory complex protein END3,GO:0030479;GO:1990964;GO:0010008;GO:0005886,actin cortical patch;actin cytoskeleton-regulatory complex;endosome membrane;plasma membrane,GO:0005509;GO:0005515;GO:0030674,calcium ion binding;protein binding;protein-macromolecule adaptor activity,GO:0007015;GO:0030476;GO:0006974;GO:0006897,actin filament organization;ascospore wall assembly;cellular response to DNA damage stimulus;endocytosis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003306,B9J08_003306-t37_1,glyceraldehyde-3-phosphate dehydrogenase,GO:0005737,cytoplasm,GO:0051287;GO:0050661;GO:0004365;GO:0016620,"NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",GO:0006006;GO:0006096;GO:0055114,glucose metabolic process;glycolytic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)),1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating));1.2.1.13 (Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating));1.2.1.59 (Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating));2.6.99.- (Transferring other nitrogenous groups.);2.7.1.105 (6-phosp,,,,,,
B9J08_003309,B9J08_003309-t37_1,orotidine 5'-phosphate decarboxylase,GO:0005829,cytosol,GO:0003824;GO:0004590,catalytic activity;orotidine-5'-phosphate decarboxylase activity,GO:0044205;GO:0006207;GO:0006222;GO:0000909,'de novo' UMP biosynthetic process;'de novo' pyrimidine nucleobase biosynthetic process;UMP biosynthetic process;sporocarp development involved in sexual reproduction,N/A,N/A,N/A,N/A,N/A,N/A,4.1.1.23 (Orotidine-5'-phosphate decarboxylase),4.1.1.23 (Orotidine-5'-phosphate decarboxylase),,,,,,
B9J08_003313,B9J08_003313-t37_1,60S ribosomal protein L4-A,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4.1.22 (S-(hydroxymethyl)glutathione synthase),,,,,,
B9J08_003321,B9J08_003321-t37_1,mitochondrial import inner membrane translocase subunit TIM16,GO:0001405;GO:0005744,"PAM complex, Tim23 associated import motor;TIM23 mitochondrial import inner membrane translocase complex",GO:0019904,protein domain specific binding,GO:0030150,protein import into mitochondrial matrix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003327,B9J08_003327-t37_1,tRNA modification GTPase TrmE,GO:0005743,mitochondrial inner membrane,GO:0005525;GO:0003924;GO:0005515,GTP binding;GTPase activity;protein binding,GO:0070899;GO:0015031;GO:0007264;GO:0006400,mitochondrial tRNA wobble uridine modification;protein transport;small GTPase mediated signal transduction;tRNA modification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.-.- (Acting on acid anhydrides.);3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.5.- (Acting on GTP; involved in cellular and subcellular movement.),,,,,,
B9J08_003330,B9J08_003330-t37_1,phenylalanine-tRNA ligase,GO:0005737;GO:0005759;GO:0005739,cytoplasm;mitochondrial matrix;mitochondrion,GO:0005524;GO:0004812;GO:0000287;GO:0000166;GO:0004826;GO:0000049,ATP binding;aminoacyl-tRNA ligase activity;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding,GO:0070156;GO:0006432;GO:0043039;GO:0008033,mitochondrial phenylalanyl-tRNA aminoacylation;phenylalanyl-tRNA aminoacylation;tRNA aminoacylation;tRNA processing,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.20 (Phenylalanine--tRNA ligase),6.1.1.20 (Phenylalanine--tRNA ligase),,,,,,
B9J08_003331,B9J08_003331-t37_1,ribosomal protein L16,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0019843;GO:0003735,rRNA binding;structural constituent of ribosome,GO:0032543;GO:0006412,mitochondrial translation;translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003339,B9J08_003339-t37_1,peptide-methionine (S)-S-oxide reductase,GO:0005737,cytoplasm,GO:0036456;GO:0008113,L-methionine-(S)-S-oxide reductase activity;peptide-methionine (S)-S-oxide reductase activity,GO:1990355;GO:0034599;GO:0055114,L-methionine salvage from methionine sulphoxide;cellular response to oxidative stress;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,1.8.4.11 (Peptide-methionine (S)-S-oxide reductase),1.8.4.11 (Peptide-methionine (S)-S-oxide reductase);1.8.4.12 (Peptide-methionine (R)-S-oxide reductase),,,,,,
B9J08_003349,B9J08_003349-t37_1,tryptophan synthase,N/A,N/A,GO:0003824;GO:0004834,catalytic activity;tryptophan synthase activity,GO:0070791;GO:0000162;GO:0006568,cleistothecium development;tryptophan biosynthetic process;tryptophan metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.20 (Tryptophan synthase),4.2.1.20 (Tryptophan synthase);5.3.1.24 (Phosphoribosylanthranilate isomerase),,,,,,
B9J08_003353,B9J08_003353-t37_1,methionyl-tRNA formyltransferase,GO:0005739,mitochondrion,GO:0016742;GO:0004479,"hydroxymethyl-, formyl- and related transferase activity;methionyl-tRNA formyltransferase activity",GO:0009058;GO:0071951,biosynthetic process;conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,N/A,N/A,N/A,N/A,N/A,N/A,2.1.2.9 (Methionyl-tRNA formyltransferase),2.1.2.9 (Methionyl-tRNA formyltransferase),,,,,,
B9J08_003359,B9J08_003359-t37_1,cell division control protein 3,GO:0005619;GO:0005935;GO:0000144;GO:0005737;GO:0032168;GO:0001400;GO:0031097;GO:0036391;GO:0120104;GO:0032151;GO:0005628;GO:0031105;GO:0032160,"ascospore wall;cellular bud neck;cellular bud neck septin ring;cytoplasm;hyphal septin ring;mating projection base;medial cortex;medial cortex septin ring;mitotic actomyosin contractile ring, proximal layer;mitotic septin complex;prospore membrane;septin complex;septin filament array",GO:0005525;GO:0003924;GO:0070273;GO:0010314;GO:0005200,GTP binding;GTPase activity;phosphatidylinositol-4-phosphate binding;phosphatidylinositol-5-phosphate binding;structural constituent of cytoskeleton,GO:0051301;GO:0070787;GO:0030448;GO:0000281;GO:0000921;GO:0031107,cell division;conidiophore development;hyphal growth;mitotic cytokinesis;septin ring assembly;septin ring disassembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003362,B9J08_003362-t37_1,tRNA-Lys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003363,B9J08_003363-t37_1,tRNA-Lys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_003364,B9J08_003364-t37_1,heat shock protein SSA2,GO:0005737;GO:0005829;GO:0005576;GO:0009277;GO:0000329;GO:0005622;GO:0005739;GO:0005844,cytoplasm;cytosol;extracellular region;fungal-type cell wall;fungal-type vacuole membrane;intracellular anatomical structure;mitochondrion;polysome,GO:0005524;GO:0016887;GO:0000049;GO:0051082,ATP binding;ATP hydrolysis activity;tRNA binding;unfolded protein binding,GO:0006616;GO:0071470;GO:0090344;GO:0043161;GO:0006457;GO:0035719,"SRP-dependent cotranslational protein targeting to membrane, translocation;cellular response to osmotic stress;negative regulation of cell aging;proteasome-mediated ubiquitin-dependent protein catabolic process;protein folding;tRNA import into nucleus",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+)));3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.3 (Deleted entry);3.6.4.10 (Non-chaperonin molecular chaperone ATPase),,,,,,
