Beta FungiDB ID,Beta FungiDB Name
B9J08_002930,Fungal specific transcription factor domain | Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_002931,Fungal Zn(2)-Cys(6) binuclear cluster domain | Fungal specific transcription factor domain | domain-containing protein
B9J08_002932,"Cyclin, N-terminal domain | domain-containing protein"
B9J08_002933,unspecified product
B9J08_002934,unspecified product
B9J08_002936,SET domain | domain-containing protein
B9J08_002937,"WD domain, G-beta repeat | domain-containing protein"
B9J08_002938,unspecified product
B9J08_002939,unspecified product
B9J08_002940,Protein kinase domain | domain-containing protein
B9J08_002941,Mediator complex subunit MED14 | domain-containing protein
B9J08_002942,Transmembrane amino acid transporter protein | domain-containing protein
B9J08_002943,"rRNA methyltransferase 1, mitochondrial"
B9J08_002944,Imidazoleglycerol-phosphate dehydratase | domain-containing protein
B9J08_002945,Protein kinase domain | domain-containing protein
B9J08_002946,Swc3 | domain-containing protein
B9J08_002947,Mitochondrial ribosomal protein subunit | domain-containing protein
B9J08_002948,Mitochondrial distribution and morphology protein 10 | domain-containing protein
B9J08_002949,"Cell division control protein 14, SIN component | domain-containing protein"
B9J08_002950,unspecified product
B9J08_002951,GPR1/FUN34/yaaH family | domain-containing protein
B9J08_002952,Las1-like | domain-containing protein
B9J08_002953,Autophagy-related protein 2 | domain-containing protein
B9J08_002954,Nucleoside recognition | Na+ dependent nucleoside transporter C-terminus | Na+ dependent nucleoside transporter N-terminus | domain-containing protein
B9J08_002955,Vacuolar protein sorting-associated protein 35 | domain-containing protein
B9J08_002956,Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A | domain-containing protein
B9J08_002957,"tRNA intron endonuclease, catalytic C-terminal domain | domain-containing protein"
B9J08_002958,unspecified product
B9J08_002959,Myb-like DNA-binding domain | domain-containing protein
B9J08_002960,CSL zinc finger | domain-containing protein
B9J08_002961,Ribosomal protein S8e | domain-containing protein
B9J08_002962,Peptidase C1-like family | domain-containing protein
B9J08_002965,Amino acid permease | domain-containing protein
B9J08_002966,"U3 small nucleolar RNA-associated protein 10 | BP28CT (NUC211) domain | HEATR1-like, HEAT repeats | domain-containing protein"
B9J08_002967,Chaperonin 10 Kd subunit | domain-containing protein
B9J08_002968,unspecified product
B9J08_002969,Ras family | domain-containing protein
B9J08_002970,Multiprotein bridging factor 1 | Helix-turn-helix | domain-containing protein
B9J08_002971,3-oxo-5-alpha-steroid 4-dehydrogenase | domain-containing protein
B9J08_002972,SelR domain | domain-containing protein
B9J08_002973,Methyltransferase domain | Arginine methyltransferase oligomerization subdomain | domain-containing protein
B9J08_002974,Major Facilitator Superfamily | domain-containing protein
B9J08_002975,Lipid-droplet associated hydrolase | domain-containing protein
B9J08_002976,Transport and Golgi organisation 2 | domain-containing protein
B9J08_002977,Protein kinase domain | domain-containing protein
B9J08_002978,"Putative zinc finger motif, C2HC5-type | domain-containing protein"
B9J08_002979,DNA replication and checkpoint protein | domain-containing protein
B9J08_002980,Ribosomal silencing factor during starvation | domain-containing protein
B9J08_002981,Utp11 protein | domain-containing protein
B9J08_002982,Chromatin associated protein KTI12 | domain-containing protein
B9J08_002983,50S ribosome-binding GTPase | domain-containing protein
B9J08_002984,Ku70/Ku80 beta-barrel domain | domain-containing protein
B9J08_002985,unspecified product
B9J08_002986,"1,4-alpha-glucan branching enzyme"
B9J08_002987,"WD domain, G-beta repeat | domain-containing protein"
B9J08_002988,Actin | domain-containing protein
B9J08_002989,Mitochondrial inner membrane protein | domain-containing protein
B9J08_002990,Sulfatase | domain-containing protein
B9J08_002991,Cupin superfamily (DUF985) | domain-containing protein
B9J08_002992,Putative peptidase family | domain-containing protein
B9J08_002993,non-specific serine/threonine protein kinase
B9J08_002994,phosphoribosylaminoimidazolesuccinocarboxamide synthase
B9J08_002995,adenylyl-sulfate kinase
B9J08_002996,Snf7 | domain-containing protein
B9J08_002997,Multicopper oxidase | Multicopper oxidase | Multicopper oxidase | domain-containing protein
B9J08_002998,Laa1/Sip1/HEATR5 HEAT repeat region | domain-containing protein
B9J08_002999,unspecified product
B9J08_003000,Myb-like DNA-binding domain | domain-containing protein
B9J08_003001,Exocyst complex component Sec5 | domain-containing protein
B9J08_003002,Iron permease FTR1 family | domain-containing protein
B9J08_003003,unspecified product
B9J08_003004,Alba | domain-containing protein
B9J08_003005,Cytochrome oxidase c subunit VIb | domain-containing protein
B9J08_003006,NFACT protein RNA binding domain | domain-containing protein
B9J08_003007,Rab-GTPase-TBC domain | domain-containing protein
B9J08_003008,"CCR4-NOT transcription complex subunit 1 CAF1-binding domain | CCR4-Not complex component, Not1 | Cnot1 ARM repeat | CCR4-Not complex, Not1 subunit, domain of unknown function DUF3819 | CCR4-NOT transcription complex subunit 1 HEAT repeat | CCR4-NOT transcription complex subunit 1 TTP binding domain | CCR4-NOT transcription complex subunit 1 HEAT repeat | domain-containing protein"
B9J08_003009,Ubiquitin-conjugating enzyme | Fungal ubiquitin-associated domain | domain-containing protein
B9J08_003010,Nuclear transport factor 2 (NTF2) domain | domain-containing protein
B9J08_003011,Ribosomal protein S21 | domain-containing protein
B9J08_003012,unspecified product
B9J08_003013,DNA 3'-5' helicase
B9J08_003014,"SRP40, C-terminal domain | domain-containing protein"
B9J08_003015,Alpha/beta hydrolase family | domain-containing protein
B9J08_003016,Beta-mannosyltransferases | domain-containing protein
B9J08_003017,"Permease for cytosine/purines, uracil, thiamine, allantoin | domain-containing protein"
B9J08_003018,unspecified product
B9J08_003019,Patatin-like phospholipase | Domain of unknown function (DUF3336) | domain-containing protein
B9J08_003020,Major Facilitator Superfamily | domain-containing protein
B9J08_003021,"UTP15 C terminal | WD domain, G-beta repeat | domain-containing protein"
B9J08_003022,unspecified product
B9J08_003023,Ribosomal protein L3 | domain-containing protein
B9J08_003024,NmrA-like family | domain-containing protein
B9J08_003025,unspecified product
B9J08_003026,Ergosterol biosynthesis ERG4/ERG24 family | domain-containing protein
B9J08_003027,V0 complex accessory subunit Ac45/VOA1 transmembrane domain | domain-containing protein
B9J08_003028,VMA21-like domain | domain-containing protein
B9J08_003029,Med18 protein | domain-containing protein
B9J08_003030,Glutamyl-tRNA(Gln) amidotransferase subunit F | domain-containing protein
B9J08_003031,Pescadillo N-terminus | BRCT domain | domain-containing protein
B9J08_003032,unspecified product
B9J08_003033,unspecified product
B9J08_003034,Kinesin motor domain | domain-containing protein
B9J08_003035,Rrp15p | domain-containing protein
B9J08_003036,Major Facilitator Superfamily | domain-containing protein
B9J08_003037,CS domain | SGS domain | domain-containing protein
B9J08_003038,Glycogen recognition site of AMP-activated protein kinase | domain-containing protein
B9J08_003039,Signal recognition particle 9 kDa protein (SRP9) | domain-containing protein
B9J08_003040,Natural resistance-associated macrophage protein-like | domain-containing protein
B9J08_003041,Biotin-requiring enzyme | e3 binding domain | domain-containing protein
B9J08_003042,unspecified product
B9J08_003044,Transcription factor IIIC subunit delta bet-propeller domain | domain-containing protein
B9J08_003045,unspecified product
B9J08_003046,Pyridoxal-phosphate dependent enzyme | domain-containing protein
B9J08_003047,2OG-Fe(II) oxygenase superfamily | domain-containing protein
B9J08_003048,Nup93/Nic96 | domain-containing protein
B9J08_003049,Amino acid permease | domain-containing protein
B9J08_003050,"lipin, N-terminal conserved region | Nuclear elongation and deformation protein 1-like, middle domain | LNS2 (Lipin/Ned1/Smp2) | domain-containing protein"
B9J08_003051,Beta-mannosyltransferases | domain-containing protein
B9J08_003053,RNA recognition motif | domain-containing protein
B9J08_003054,BD-FAE | domain-containing protein
B9J08_003055,Eukaryotic translation initiation factor 3 subunit G | RNA recognition motif | domain-containing protein
B9J08_003056,"WD domain, G-beta repeat | domain-containing protein"
B9J08_003057,"Stromalin conservative domain | Cohesin subunit SCC3, C-terminal domain | STAG domain | domain-containing protein"
B9J08_003058,SWIRM domain | Myb-like DNA-binding domain | domain-containing protein
B9J08_003059,tRNA methyl transferase HUP domain | Aminomethyltransferase beta-barrel domain | tRNA methyl transferase PRC-barrel domain | domain-containing protein
B9J08_003060,"Zinc finger, C2H2 type | domain-containing protein"
B9J08_003063,Bacterial low temperature requirement A protein (LtrA) | domain-containing protein
B9J08_003065,Alcohol acetyltransferase | domain-containing protein
B9J08_003066,Protein phosphatase inhibitor | domain-containing protein
B9J08_003067,WSC domain | domain-containing protein
B9J08_003068,Cenp-O kinetochore centromere component | domain-containing protein
B9J08_003069,"Region in Clathrin and VPS | Clathrin-H-link | Clathrin, heavy-chain linker | domain-containing protein"
B9J08_003070,unspecified product
B9J08_003073,unspecified product
B9J08_003074,alpha/beta hydrolase fold | domain-containing protein
B9J08_003075,Histone-like transcription factor (CBF/NF-Y) and archaeal histone | domain-containing protein
B9J08_003076,Importin-beta N-terminal domain | Cse1 | domain-containing protein
B9J08_003077,"Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 1 | Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2 | domain-containing protein"
B9J08_003078,Phosphoribosyl transferase domain | domain-containing protein
B9J08_003079,Hsp70 protein | domain-containing protein
B9J08_003080,unspecified product
B9J08_003081,Rab-GTPase-TBC domain | domain-containing protein
B9J08_003082,Rrp7 RRM-like N-terminal domain | Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain | domain-containing protein
B9J08_003083,Amino-transferase class IV | domain-containing protein
B9J08_003084,haloacid dehalogenase-like hydrolase | domain-containing protein
B9J08_003085,"CRAL/TRIO domain | CRAL/TRIO, N-terminal domain | domain-containing protein"
B9J08_003086,"CENP-Q, a CENPA-CAD centromere complex subunit | domain-containing protein"
B9J08_003087,"Rrn7/TAF1B, N-terminal cyclin domain | Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7 | domain-containing protein"
B9J08_003088,Aldehyde dehydrogenase family | domain-containing protein
B9J08_003089,Ribosomal protein S24e | domain-containing protein
B9J08_003090,Inositol polyphosphate kinase | domain-containing protein
B9J08_003091,Glycolipid 2-alpha-mannosyltransferase | domain-containing protein
B9J08_003092,Mannosyltransferase putative | domain-containing protein
B9J08_003093,Clathrin adaptor complex small chain | domain-containing protein
B9J08_003094,DBP10CT (NUC160) domain | Helicase conserved C-terminal domain | DEAD/DEAH box helicase | domain-containing protein
B9J08_003095,RNA recognition motif | domain-containing protein
B9J08_003098,tRNA (guanine10-N2)-methyltransferase
B9J08_003099,Thi4 family | domain-containing protein
B9J08_003100,Zn-dependent metallo-hydrolase RNA specificity domain | Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term | Metallo-beta-lactamase superfamily domain | Beta-Casp domain | domain-containing protein
B9J08_003101,LSM domain | domain-containing protein
B9J08_003102,Hus1-like protein | domain-containing protein
B9J08_003103,phosphoserine transaminase
B9J08_003104,Elongation factor G C-terminus | Elongation factor Tu domain 2 | GTP-binding protein LepA C-terminus | Elongation factor Tu GTP binding domain | domain-containing protein
B9J08_003105,threonine ammonia-lyase
B9J08_003106,EF hand | domain-containing protein
B9J08_003107,Plectin/S10 domain | domain-containing protein
B9J08_003109,unspecified product
B9J08_003110,unspecified product
B9J08_003111,Per1-like family | domain-containing protein
B9J08_003112,unspecified product
B9J08_003113,Maintenance of mitochondrial morphology protein 1 | Pleckstrin homology domain | domain-containing protein
B9J08_003114,non-specific serine/threonine protein kinase
B9J08_003115,Cyclin-dependent kinase regulatory subunit | domain-containing protein
B9J08_003116,PRMT5 arginine-N-methyltransferase | PRMT5 oligomerisation domain | domain-containing protein
B9J08_003117,N-terminal domain of CBF1 interacting co-repressor CIR | Pre-mRNA splicing factor | domain-containing protein
B9J08_003118,Translation initiation factor SUI1 | domain-containing protein
B9J08_003119,phosphatidate cytidylyltransferase
B9J08_003120,unspecified product
B9J08_003121,Myo-inositol oxygenase | domain-containing protein
B9J08_003122,SLBB domain | Nuo51 FMN-binding domain | NADH-ubiquinone oxidoreductase-F iron-sulfur binding region | domain-containing protein
B9J08_003123,Glycolipid 2-alpha-mannosyltransferase | domain-containing protein
