VPDB Gene ID,CGD ID,CGD Annotation
B9J08_000570,CAL0000216667,"Uncharacterized ORF; Ortholog(s) have RNA binding, U2 snRNA binding, chromatin binding, poly(U) RNA binding, telomerase RNA binding activity and role in mRNA splicing, via spliceosome"
B9J08_000571,CAL0000220719,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_07340C_A, <i>C. dubliniensis CD36</i> : Cd36_32970, <i>C. parapsilosis CDC317</i> : CPAR2_701710 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_106599"
B9J08_000572,CAL0000227993,"Uncharacterized ORF; Ortholog(s) have role in ER-dependent peroxisome organization, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum, vesicle-mediated transport"
B9J08_000573,CAL0000218065,"Uncharacterized ORF; Has domain(s) with predicted ATPase, DNA helicase activity and role in DNA repair, telomere maintenance"
B9J08_000574,CAL0000224739,"Uncharacterized ORF; Ortholog(s) have DNA helicase activity, G-quadruplex DNA binding, centromeric DNA binding, single-stranded DNA binding, telomerase inhibitor activity, telomeric DNA binding activity"
B9J08_000575,CAL0000223135,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, nucleic acid binding activity"
B9J08_000576,CAL0000224073,"Uncharacterized ORF; Ortholog(s) have lysophospholipase activity, role in phosphatidylcholine catabolic process, regulation of phospholipid biosynthetic process and endoplasmic reticulum localization"
B9J08_000577,CAL0000223605,Uncharacterized ORF; Has domain(s) with predicted pyridoxal phosphate binding activity and role in biosynthetic process
B9J08_000578,CAL0000221293,Uncharacterized ORF; Ortholog(s) have SCF ubiquitin ligase complex localization
B9J08_000579,CAL0000219205,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_07700W_A, <i>C. dubliniensis CD36</i> : Cd36_33350, <i>C. parapsilosis CDC317</i> : CPAR2_701900 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114821"
B9J08_000580,CAL0000219271,"Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity, zinc ion binding activity, role in post-Golgi vesicle-mediated transport and cytosol, membrane localization"
B9J08_000581,CAL0000220623,"Uncharacterized ORF; Has domain(s) with predicted flavin adenine dinucleotide binding, long-chain-alcohol oxidase activity, oxidoreductase activity, acting on CH-OH group of donors activity"
B9J08_000582,CAL0000227349,Verified ORF; Putative sugar transporter containing transmembrane domains
B9J08_000583,CAL0000216181,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_08280W_A, <i>C. dubliniensis CD36</i> : Cd36_33870, <i>C. parapsilosis CDC317</i> : CPAR2_204450 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113827"
B9J08_000584,CAL0000224093,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription factor binding, GTPase activator activity"
B9J08_000586,CAL0000221435,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_08050W_A/NUO4, <i>C. dubliniensis CD36</i> : Cd36_07560, <i>C. parapsilosis CDC317</i> : CPAR2_804330 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114110"
B9J08_000587,CAL0000223295,"Uncharacterized ORF; Ortholog(s) have actin monomer binding, guanyl-nucleotide exchange factor activity, phosphatidylinositol-4,5-bisphosphate binding, proline-rich region binding activity"
B9J08_000588,CAL0000218019,"Uncharacterized ORF; Ortholog(s) have SUMO activating enzyme activity, role in protein sumoylation and SUMO activating enzyme complex, nucleus localization"
B9J08_000589,CAL0000219813,"Uncharacterized ORF; Ortholog(s) have dolichyl-phosphate beta-D-mannosyltransferase activity and role in GPI anchor biosynthetic process, dolichol-linked oligosaccharide biosynthetic process"
B9J08_000590,CAL0000219693,"Uncharacterized ORF; Ortholog(s) have role in cellular response to temperature stimulus, regulation of heterochromatin formation and cytoplasmic stress granule, nucleus, protein aggregate center localization"
B9J08_000591,CAL0000220935,Uncharacterized ORF; Has domain(s) with predicted calcium-activated cation channel activity and membrane localization
B9J08_000592,CAL0000223385,"Verified ORF; Putative Zn(II)2Cys6 DNA-binding transcription factor; involved in regulation of pseudohyphal growth, adhesion, and biofilm formation; appears to regulate expression of SCF1, HGC1, and ALS4498"
B9J08_000593,CAL0000224855,Uncharacterized ORF; Has domain(s) with predicted phosphatidylinositol binding activity
B9J08_000594,CAL0000226097,Uncharacterized ORF; Has domain(s) with predicted phosphatidylinositol binding activity
B9J08_000595,CAL0000225913,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06350W_A, <i>C. dubliniensis CD36</i> : Cd36_05930, <i>C. parapsilosis CDC317</i> : CPAR2_803870 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112418"
B9J08_000596,CAL0000216791,"Uncharacterized ORF; Ortholog(s) have protein serine/threonine kinase activity, role in peptidyl-serine phosphorylation, protein autophosphorylation and cytoplasm localization"
B9J08_000597,CAL0000217997,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06380C_A, <i>C. dubliniensis CD36</i> : Cd36_05960, <i>C. parapsilosis CDC317</i> : CPAR2_301790 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112420"
B9J08_000598,CAL0000219351,"Uncharacterized ORF; Ortholog(s) have cysteine-type deubiquitinase activity, deNEDDylase activity and role in protein deneddylation"
B9J08_000599,CAL0000220735,"Uncharacterized ORF; Ortholog(s) have role in mRNA splicing, via spliceosome and euchromatin localization"
B9J08_000600,CAL0000223241,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06410W_A, <i>C. dubliniensis CD36</i> : Cd36_05990, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_91852 and <i>Debaryomyces hansenii CBS767</i> : DEHA2G15356g"
B9J08_000601,CAL0000224629,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : DSF2, <i>C. albicans SC5314</i> : C1_06420C_A, <i>C. glabrata CBS138</i> : CAGL0C04169g, <i>C. dubliniensis CD36</i> : Cd36_06000 and <i>C. parapsilosis CDC317</i> : CPAR2_206290"
B9J08_000602,CAL0000221359,"Uncharacterized ORF; Ortholog(s) have aminopeptidase activity, epoxide hydrolase activity and role in cellular lipid metabolic process, cytoplasm to vacuole transport by the NVT pathway, protein catabolic process"
B9J08_000603,CAL0000216711,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport and COPII-coated ER to Golgi transport vesicle, Golgi apparatus, endoplasmic reticulum, peroxisome localization"
B9J08_000604,CAL0000218055,"Uncharacterized ORF; Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization"
B9J08_000605,CAL0000225413,"Uncharacterized ORF; Ortholog(s) have small ribosomal subunit rRNA binding activity, role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit assembly and small-subunit processome localization"
B9J08_000606,CAL0000222393,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06430C_A, <i>C. dubliniensis CD36</i> : Cd36_06020, <i>C. parapsilosis CDC317</i> : CPAR2_803380 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_91858"
B9J08_000607,CAL0000223807,Uncharacterized ORF; Ortholog(s) have fungal-type vacuole membrane localization
B9J08_000608,CAL0000225101,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_06500W_A, <i>C. dubliniensis CD36</i> : Cd36_06080, <i>C. parapsilosis CDC317</i> : CPAR2_803360 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112428"
B9J08_000609,CAL0000220181,"Uncharacterized ORF; Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_803370, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_117866, <i>Debaryomyces hansenii CBS767</i> : DEHA2G15554g and <i>Pichia stipitis Pignal</i> : PICST_30338"
B9J08_000610,CAL0000219291,"Uncharacterized ORF; Ortholog(s) have small GTPase binding activity, role in endocytosis, fungal-type cell wall organization, intracellular protein transport, protein lipidation, response to pH, vacuole organization and cytosol, late endosome localization"
B9J08_000611,CAL0000225219,"Uncharacterized ORF; Ortholog(s) have cysteine-type deubiquitinase activity, role in DNA damage response, negative regulation of mitochondrial fusion, protein deubiquitination and nuclear replication fork, nucleus localization"
B9J08_000612,CAL0000222413,"Uncharacterized ORF; Ortholog(s) have role in exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and mRNA processing, <a href=""#GOsection"">more</a>"
B9J08_000613,CAL0000227083,"Uncharacterized ORF; Ortholog(s) have glutamate synthase (NADH) activity and role in L-glutamate biosynthetic process, ammonia assimilation cycle"
B9J08_000614,CAL0000227161,"Uncharacterized ORF; Ortholog(s) have role in ascospore wall assembly, fungal-type cell wall organization and ascospore wall, fungal-type cell wall, plasma membrane, prospore membrane localization"
B9J08_000615,CAL0000225875,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YDR262W, <i>C. albicans SC5314</i> : C1_03120W_A, <i>C. glabrata CBS138</i> : CAGL0M08734g, <i>C. dubliniensis CD36</i> : Cd36_02920 and <i>C. parapsilosis CDC317</i> : CPAR2_108490"
B9J08_000616,CAL0000217021,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-4-phosphate binding, ubiquitin binding activity"
B9J08_000617,CAL0000221739,"Uncharacterized ORF; Ortholog(s) have role in endosome organization, regulation of protein localization and BLOC-1 complex localization"
B9J08_000618,CAL0000223755,Uncharacterized ORF; Protein of unknown function
B9J08_000619,CAL0000222409,"Uncharacterized ORF; Ortholog(s) have role in ubiquinone biosynthetic process and mitochondrial inner membrane, mitochondrion localization"
B9J08_000620,CAL0000223303,"Uncharacterized ORF; Ortholog(s) have role in TOR signaling, re-entry into mitotic cell cycle after pheromone arrest and endoplasmic reticulum, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment localization"
B9J08_000621,CAL0000219617,"Uncharacterized ORF; Ortholog(s) have microtubule binding, microtubule plus-end binding activity"
B9J08_000622,CAL0000224681,Uncharacterized ORF; Ortholog(s) have ligase activity and role in protein lipoylation
B9J08_000623,CAL0000223285,Uncharacterized ORF; Ortholog(s) have nucleus-vacuole junction localization
B9J08_000624,CAL0000227817,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_03950C_A, <i>C. dubliniensis CD36</i> : Cd36_03680, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112439 and <i>Debaryomyces hansenii CBS767</i> : DEHA2G15906g"
B9J08_000625,CAL0000226447,Uncharacterized ORF; Ortholog(s) have succinate dehydrogenase (ubiquinone) activity and role in cellular respiration
B9J08_000626,CAL0000219295,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_03930W_A/NUE2, <i>C. dubliniensis CD36</i> : Cd36_03660, <i>C. parapsilosis CDC317</i> : CPAR2_106860 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_96694"
B9J08_000627,CAL0000218285,"Uncharacterized ORF; Ortholog(s) have palmitoyltransferase activity, protein-cysteine S-palmitoyltransferase activity and role in protein palmitoylation, protein targeting to membrane"
B9J08_000628,CAL0000225147,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, cohesin loader activity, double-stranded DNA binding, kinetochore binding, single-stranded DNA binding activity"
B9J08_000629,CAL0000223435,"Uncharacterized ORF; Ortholog(s) have acetyltransferase activity, histone acetyltransferase activity, role in subtelomeric heterochromatin formation and SAS acetyltransferase complex, chromatin localization"
B9J08_000630,CAL0000216299,"Uncharacterized ORF; Ortholog(s) have role in DNA repair, GPI anchor biosynthetic process and endoplasmic reticulum localization"
B9J08_000631,CAL0000227363,"Uncharacterized ORF; Ortholog(s) have role in Golgi to plasma membrane transport, exocytosis and cell division site, cell tip, exocyst localization"
B9J08_000632,CAL0000218933,"Uncharacterized ORF; Ortholog(s) have protein tag activity and role in maintenance of translational fidelity, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S), ribosomal small subunit assembly, ribosome biogenesis"
B9J08_000633,CAL0000217231,"Uncharacterized ORF; Ortholog(s) have G-protein beta/gamma-subunit complex binding activity and role in positive regulation of transcription by RNA polymerase II, protein folding"
B9J08_000634,CAL0000221601,"Uncharacterized ORF; Ortholog(s) have role in bipolar cellular bud site selection, intracellular monoatomic cation homeostasis and nucleus localization"
B9J08_000635,CAL0000219871,"Uncharacterized ORF; Ortholog(s) have role in cardiolipin metabolic process, cristae formation, negative regulation of phosphatidylcholine biosynthetic process, phosphatidylethanolamine metabolic process, phospholipid transport"
B9J08_000636,CAL0000224449,"Uncharacterized ORF; Ortholog(s) have metalloendopeptidase activity, role in protein processing involved in protein targeting to mitochondrion and mitochondrial processing peptidase complex localization"
B9J08_000637,CAL0000222653,"Uncharacterized ORF; Ortholog(s) have histone acetyltransferase activity, role in chromatin organization, regulation of transcription by RNA polymerase II and ADA complex, SAGA complex, SLIK (SAGA-like) complex localization"
B9J08_000638,CAL0000217693,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_000639,CAL0000216519,"Uncharacterized ORF; Has domain(s) with predicted single-stranded DNA binding activity and role in DNA damage response, protein-DNA covalent cross-linking"
B9J08_000640,CAL0000225827,"Uncharacterized ORF; Ortholog(s) have alditol:NADP+ 1-oxidoreductase activity, aldo-keto reductase (NADP) activity, alpha-keto amide reductase activity, alpha-keto ester reductase activity"
B9J08_000642,CAL0000216977,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YBL029W, <i>C. albicans SC5314</i> : C1_13600W_A, <i>C. glabrata CBS138</i> : CAGL0F04125g, <i>C. parapsilosis CDC317</i> : CPAR2_201430 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136724"
B9J08_000643,CAL0000222101,"Uncharacterized ORF; Ortholog(s) have ATPase, SNARE binding, phosphatidic acid binding activity"
B9J08_000644,CAL0000220767,Uncharacterized ORF; Protein of unknown function
B9J08_000645,CAL0000219171,"Uncharacterized ORF; Ortholog(s) have kinase regulator activity, peroxidase activity, peroxiredoxin activity, ribosome binding, thioredoxin peroxidase activity, thioredoxin-dependent peroxiredoxin activity, unfolded protein binding activity"
